,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_month,journey_day,journey_dow,dep_hour,arr_hour,duration_mins,n_stops,has_meal,no_checkin,business_cls,red_eye,dep_period,is_weekend
150,GoAir,2019-06-27,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3898.0,6.0,27.0,3.0,11.0,14.0,170.0,0.0,0,0,0,0,Morning,0
151,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,No info,14781.0,5.0,12.0,6.0,8.0,20.0,740.0,1.0,0,0,0,0,Morning,1
152,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 25 May,12h 15m,1 stop,In-flight meal not included,8586.0,5.0,24.0,4.0,20.0,8.0,735.0,1.0,1,0,0,0,Evening,0
153,Air India,2019-05-09,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,07:55 10 May,23h 35m,2 stops,No info,10697.0,5.0,9.0,3.0,8.0,7.0,1415.0,2.0,0,0,0,0,Morning,0
155,IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,18:55,21:45,2h 50m,non-stop,No info,8855.0,3.0,3.0,6.0,18.0,21.0,170.0,0.0,0,0,0,0,Evening,1
156,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 13 May,25h 45m,1 stop,In-flight meal not included,10844.0,5.0,12.0,6.0,16.0,18.0,1545.0,1.0,1,0,0,0,Afternoon,1
157,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 07 Mar,26h 10m,1 stop,No info,17024.0,3.0,6.0,2.0,2.0,4.0,1570.0,1.0,0,0,0,0,Night,0
158,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 02 May,28h 50m,1 stop,,9314.0,5.0,1.0,2.0,9.0,14.0,1730.0,1.0,0,0,0,0,Morning,0
159,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,non-stop,No info,4777.0,3.0,24.0,6.0,0.0,3.0,165.0,0.0,0,0,0,0,Night,1
160,Air India,2019-06-09,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15 10 Jun,25h 15m,1 stop,No info,7662.0,6.0,9.0,6.0,12.0,13.0,1515.0,1.0,0,0,0,0,Afternoon,1
161,IndiGo,2019-05-09,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6442.0,5.0,9.0,3.0,6.0,16.0,560.0,1.0,0,0,0,0,Morning,0
162,SpiceJet,2019-06-12,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,5264.0,6.0,12.0,2.0,8.0,13.0,270.0,1.0,0,0,0,0,Morning,0
163,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 28 May,15h 25m,1 stop,In-flight meal not included,12898.0,5.0,27.0,0.0,13.0,4.0,925.0,1.0,1,0,0,0,Afternoon,0
164,Air India,2019-03-03,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,6092.0,3.0,3.0,6.0,13.0,15.0,90.0,0.0,0,0,0,0,Afternoon,1
165,SpiceJet,2019-05-21,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3311.0,5.0,21.0,1.0,5.0,8.0,160.0,0.0,0,0,0,0,Morning,0
166,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 28 Mar,9h 10m,1 stop,In-flight meal not included,6540.0,3.0,27.0,2.0,19.0,4.0,550.0,1.0,1,0,0,0,Evening,0
167,IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419.0,5.0,27.0,0.0,1.0,4.0,165.0,0.0,0,0,0,0,Night,0
168,Jet Airways,2019-04-03,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 04 Apr,22h 35m,1 stop,In-flight meal not included,5177.0,4.0,3.0,2.0,14.0,12.0,1355.0,1.0,1,0,0,0,Afternoon,0
169,Air India,2019-04-18,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,8246.0,4.0,18.0,3.0,18.0,21.0,185.0,0.0,0,0,0,0,Evening,0
170,Jet Airways,,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,14676.0,5.0,12.0,3.0,9.0,21.0,690.0,1.0,0,0,0,0,Morning,0
171,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13587.0,6.0,27.0,3.0,11.0,21.0,570.0,1.0,0,0,0,0,Morning,0
172,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 07 May,12h 10m,1 stop,In-flight meal not included,9663.0,5.0,6.0,0.0,21.0,9.0,730.0,1.0,1,0,0,0,Night,0
174,IndiGo,2019-04-03,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 04 Apr,5h 5m,1 stop,No info,5073.0,4.0,3.0,2.0,20.0,1.0,305.0,1.0,0,0,0,0,Evening,0
176,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 07 May,20h,1 stop,In-flight meal not included,9663.0,5.0,6.0,0.0,14.0,10.0,1200.0,1.0,1,0,0,0,Afternoon,0
177,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,14277.0,5.0,21.0,1.0,8.0,21.0,780.0,1.0,0,0,0,0,Morning,0
180,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 16 May,9h 30m,1 stop,No info,13727.0,5.0,15.0,2.0,16.0,1.0,570.0,1.0,0,0,0,0,Afternoon,0
181,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 07 May,16h,1 stop,In-flight meal not included,9663.0,5.0,6.0,0.0,20.0,12.0,960.0,1.0,1,0,0,0,Evening,0
184,IndiGo,2019-06-27,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 28 Jun,5h 45m,1 stop,No info,5775.0,6.0,27.0,3.0,21.0,3.0,345.0,1.0,0,0,0,0,Night,0
185,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 07 Jun,24h 10m,1 stop,In-flight meal not included,10539.0,6.0,6.0,3.0,9.0,9.0,1450.0,1.0,1,0,0,0,Morning,0
186,IndiGo,2019-06-03,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804.0,6.0,3.0,0.0,15.0,18.0,155.0,0.0,0,0,0,0,Afternoon,0
187,Air Asia,2019-06-12,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383.0,6.0,12.0,2.0,11.0,13.0,165.0,0.0,0,0,0,0,Morning,0
188,IndiGo,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4h 55m,1 stop,No info,8738.0,3.0,3.0,6.0,12.0,17.0,295.0,1.0,0,0,0,0,Afternoon,1
189,Air India,2019-03-27,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 Mar,25h 35m,1 stop,No info,7165.0,3.0,27.0,2.0,5.0,6.0,1535.0,1.0,0,0,0,0,Morning,0
190,IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6412.0,6.0,24.0,0.0,16.0,22.0,380.0,1.0,0,0,0,0,Afternoon,0
191,Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016.0,6.0,27.0,3.0,18.0,22.0,185.0,0.0,0,0,0,0,Evening,0
192,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,20:35,15:15 13 Mar,18h 40m,1 stop,In-flight meal not included,11087.0,3.0,12.0,1.0,20.0,15.0,1120.0,1.0,1,0,0,0,Evening,0
193,SpiceJet,2019-06-27,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,,3543.0,6.0,27.0,3.0,9.0,12.0,135.0,0.0,0,0,0,0,Morning,0
194,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 13 Jun,12h 10m,1 stop,No info,12471.0,6.0,12.0,2.0,16.0,4.0,730.0,1.0,0,0,0,0,Afternoon,0
195,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,09:00,,19h 25m,1 stop,In-flight meal not included,10262.0,6.0,24.0,0.0,9.0,13.0,1165.0,1.0,1,0,0,0,Morning,0
196,Air India,2019-03-18,Banglore,New Delhi,,13:20,16:10,2h 50m,non-stop,No info,4441.0,3.0,18.0,0.0,13.0,16.0,170.0,0.0,0,0,0,0,Afternoon,0
200,IndiGo,2019-04-24,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5013.0,4.0,24.0,2.0,5.0,8.0,195.0,0.0,0,0,0,0,Morning,0
201,Air India,2019-05-18,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6934.0,5.0,18.0,5.0,5.0,8.0,170.0,0.0,0,0,0,0,Morning,1
202,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12h 20m,1 stop,No info,10877.0,6.0,3.0,0.0,6.0,19.0,740.0,1.0,0,0,0,0,Morning,0
203,Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229.0,4.0,18.0,3.0,15.0,18.0,175.0,0.0,0,0,0,0,Afternoon,0
206,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844.0,5.0,21.0,1.0,14.0,23.0,570.0,1.0,1,0,0,0,Afternoon,0
207,Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 20 May,29h 20m,2 stops,No info,15129.0,5.0,18.0,5.0,23.0,4.0,1760.0,2.0,0,0,0,0,Night,1
208,IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3943.0,5.0,12.0,6.0,0.0,3.0,175.0,0.0,0,0,0,0,Night,1
209,SpiceJet,2019-06-06,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5583.0,6.0,6.0,3.0,6.0,11.0,315.0,1.0,0,0,0,0,Morning,0
210,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,9646.0,6.0,6.0,3.0,7.0,16.0,545.0,1.0,0,0,0,0,Morning,0
211,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,7677.0,6.0,3.0,0.0,8.0,19.0,645.0,1.0,0,0,0,0,Morning,0
212,IndiGo,2019-06-01,Delhi,Cochin,,05:10,10:05,4h 55m,1 stop,No info,6842.0,6.0,1.0,5.0,5.0,10.0,295.0,1.0,0,0,0,0,Morning,1
213,Jet Airways,,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,non-stop,In-flight meal not included,4995.0,5.0,12.0,3.0,8.0,10.0,90.0,0.0,1,0,0,0,Morning,0
214,Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,9555.0,6.0,9.0,6.0,7.0,18.0,700.0,1.0,0,0,0,0,Morning,1
215,IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4077.0,6.0,1.0,5.0,1.0,4.0,165.0,0.0,0,0,0,0,Night,1
216,Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229.0,5.0,12.0,6.0,15.0,18.0,175.0,0.0,0,0,0,0,Afternoon,1
217,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,12192.0,6.0,9.0,6.0,9.0,19.0,600.0,1.0,0,0,0,0,Morning,1
218,Air India,2019-04-12,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,,5911.0,4.0,12.0,4.0,10.0,12.0,165.0,0.0,0,0,0,0,Morning,0
221,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,14323.0,5.0,9.0,3.0,10.0,19.0,555.0,1.0,0,0,0,0,Morning,0
222,Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 Jun,22h 55m,2 stops,No info,13014.0,6.0,9.0,6.0,5.0,4.0,1375.0,2.0,0,0,0,0,Morning,1
223,Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 07 Jun,28h 50m,2 stops,No info,13591.0,6.0,6.0,3.0,14.0,19.0,1730.0,2.0,0,0,0,0,Afternoon,0
225,IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,23:30,02:20 28 Apr,2h 50m,non-stop,No info,3943.0,4.0,27.0,5.0,23.0,2.0,170.0,0.0,0,0,0,0,Night,1
227,Jet Airways,2019-05-27,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995.0,5.0,27.0,0.0,10.0,11.0,90.0,0.0,1,0,0,0,Morning,0
228,Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30 25 Mar,25h 40m,1 stop,No info,14641.0,3.0,24.0,6.0,16.0,18.0,1540.0,1.0,0,0,0,0,Afternoon,1
229,Air India,2019-04-12,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4460.0,4.0,12.0,4.0,20.0,23.0,155.0,0.0,0,0,0,0,Evening,0
230,Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,10191.0,5.0,18.0,5.0,13.0,19.0,375.0,1.0,0,0,0,0,Afternoon,1
231,Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,02:15,19:45,17h 30m,1 stop,In-flight meal not included,13843.0,3.0,9.0,5.0,2.0,19.0,1050.0,1.0,1,0,0,0,Night,1
233,Air Asia,2019-05-01,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409.0,5.0,1.0,2.0,10.0,12.0,155.0,0.0,0,0,0,0,Morning,0
234,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,18:15,19:45 07 Mar,25h 30m,1 stop,No info,17024.0,3.0,6.0,2.0,18.0,19.0,1530.0,1.0,0,0,0,0,Evening,0
235,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,No info,13727.0,5.0,18.0,5.0,7.0,21.0,835.0,1.0,0,0,0,0,Morning,1
236,IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,8855.0,3.0,15.0,4.0,18.0,21.0,175.0,0.0,0,0,0,0,Evening,0
237,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No info,12524.0,6.0,24.0,0.0,8.0,19.0,615.0,1.0,0,0,0,0,Morning,0
239,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,10844.0,6.0,6.0,3.0,6.0,12.0,330.0,1.0,1,0,0,0,Morning,0
240,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:00,,12h,1 stop,No info,13587.0,6.0,9.0,6.0,9.0,13.0,720.0,1.0,0,0,0,0,Morning,1
241,SpiceJet,2019-06-12,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543.0,6.0,12.0,2.0,9.0,12.0,135.0,0.0,0,1,0,0,Morning,0
242,Vistara,2019-03-18,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,4842.0,3.0,18.0,0.0,7.0,9.0,135.0,0.0,0,0,0,0,Morning,0
244,Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 10 Jun,9h 10m,1 stop,In-flight meal not included,10577.0,6.0,9.0,6.0,19.0,4.0,550.0,1.0,1,0,0,0,Evening,1
245,IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No info,6979.0,5.0,15.0,2.0,10.0,21.0,625.0,1.0,0,0,0,0,Morning,0
246,Vistara,2019-06-27,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982.0,6.0,27.0,3.0,17.0,20.0,140.0,0.0,0,0,0,0,Evening,0
247,SpiceJet,2019-06-06,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,5264.0,6.0,6.0,3.0,8.0,13.0,270.0,1.0,0,0,0,0,Morning,0
248,Vistara,2019-03-03,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,8001.0,3.0,3.0,6.0,6.0,9.0,190.0,0.0,0,0,0,0,Morning,1
250,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50 25 May,27h 20m,1 stop,In-flight meal not included,10844.0,5.0,24.0,4.0,16.0,19.0,1640.0,1.0,1,0,0,0,Afternoon,0
251,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,12h 35m,1 stop,No info,6601.0,3.0,27.0,2.0,9.0,22.0,755.0,1.0,0,0,0,0,Morning,0
252,Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,19:00,19:15 22 Mar,24h 15m,1 stop,No info,6587.0,3.0,21.0,3.0,19.0,19.0,1455.0,1.0,0,0,0,0,Evening,0
253,SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,non-stop,No info,3173.0,3.0,21.0,3.0,13.0,14.0,80.0,0.0,0,0,0,0,Afternoon,0
254,Air India,2019-05-09,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,5228.0,5.0,9.0,3.0,10.0,12.0,165.0,0.0,0,0,0,0,Morning,0
255,Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5769.0,6.0,21.0,4.0,7.0,10.0,180.0,0.0,1,0,0,0,Morning,0
256,Jet Airways,,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,14714.0,5.0,12.0,3.0,8.0,19.0,660.0,1.0,0,0,0,0,Morning,0
258,IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,22:10,01:00 04 Jun,2h 50m,non-stop,,3359.0,6.0,3.0,0.0,22.0,1.0,170.0,0.0,0,0,0,0,Night,0
259,GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,non-stop,No info,6722.0,3.0,3.0,6.0,20.0,23.0,175.0,0.0,0,0,0,0,Evening,1
261,IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,11h 15m,1 stop,No info,6171.0,3.0,9.0,5.0,4.0,16.0,675.0,1.0,0,0,0,0,Night,1
262,Air India,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,12303.0,5.0,21.0,1.0,5.0,20.0,875.0,2.0,0,0,0,0,Morning,0
264,IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 25 Jun,14h 5m,1 stop,No info,5684.0,6.0,24.0,0.0,11.0,1.0,845.0,1.0,0,0,0,0,Morning,0
265,Air India,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 13 Jun,15h 5m,1 stop,No info,8366.0,6.0,12.0,2.0,16.0,7.0,905.0,1.0,0,0,0,0,Afternoon,0
266,Air India,2019-03-01,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,19630.0,3.0,1.0,4.0,11.0,13.0,135.0,0.0,0,0,0,0,Morning,0
267,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05 07 Mar,15h,1 stop,In-flight meal not included,13502.0,3.0,6.0,2.0,14.0,5.0,900.0,1.0,1,0,0,0,Afternoon,0
268,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 02 May,12h 55m,1 stop,No info,14781.0,5.0,1.0,2.0,21.0,10.0,775.0,1.0,0,0,0,0,Night,0
270,Air India,2019-06-01,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,9929.0,6.0,1.0,5.0,7.0,19.0,735.0,1.0,0,0,0,0,Morning,1
271,Multiple carriers,,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 07 Jun,7h 40m,2 stops,No info,18275.0,5.0,12.0,3.0,17.0,1.0,460.0,2.0,0,0,0,0,Evening,0
272,Air India,2019-04-09,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 10 Apr,27h 20m,1 stop,No info,4487.0,4.0,9.0,1.0,6.0,9.0,1640.0,1.0,0,0,0,0,Morning,0
273,IndiGo,2019-03-15,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,2754.0,3.0,15.0,4.0,21.0,22.0,85.0,0.0,0,0,0,0,Night,0
275,SpiceJet,2019-06-12,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8224.0,6.0,12.0,2.0,15.0,21.0,330.0,1.0,0,0,0,0,Afternoon,0
276,Air India,2019-03-09,Delhi,Cochin,DEL → BLR → COK,20:30,08:15 10 Mar,11h 45m,1 stop,No info,8991.0,3.0,9.0,5.0,20.0,8.0,705.0,1.0,0,0,0,0,Evening,1
277,IndiGo,2019-06-24,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5000.0,6.0,24.0,0.0,5.0,8.0,195.0,0.0,0,0,0,0,Morning,0
278,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 13 Jun,24h 55m,1 stop,,8529.0,6.0,12.0,2.0,18.0,19.0,1495.0,1.0,0,0,0,0,Evening,0
279,Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 04 Mar,27h 20m,1 stop,No info,14042.0,3.0,3.0,6.0,6.0,9.0,1640.0,1.0,0,0,0,0,Morning,1
280,Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030.0,5.0,24.0,4.0,11.0,14.0,175.0,0.0,1,0,0,0,Morning,0
281,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 07 Jun,17h 5m,1 stop,In-flight meal not included,10844.0,6.0,6.0,3.0,18.0,12.0,1025.0,1.0,1,0,0,0,Evening,0
282,IndiGo,2019-05-06,Kolkata,Banglore,CCU → BLR,21:25,00:05 07 May,2h 40m,non-stop,No info,4804.0,5.0,6.0,0.0,21.0,0.0,160.0,0.0,0,0,0,0,Night,0
283,Multiple carriers,2019-05-27,Delhi,Cochin,,17:30,01:30 28 May,8h,1 stop,In-flight meal not included,7308.0,5.0,27.0,0.0,17.0,1.0,480.0,1.0,1,0,0,0,Evening,0
284,IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823.0,5.0,12.0,6.0,16.0,19.0,180.0,0.0,0,0,0,0,Afternoon,1
285,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 25 Jun,27h 35m,1 stop,In-flight meal not included,10262.0,6.0,24.0,0.0,9.0,12.0,1655.0,1.0,1,0,0,0,Morning,0
286,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 28 May,7h 30m,1 stop,In-flight meal not included,12898.0,5.0,27.0,0.0,20.0,4.0,450.0,1.0,1,0,0,0,Evening,0
287,Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,16:20 13 Mar,22h 55m,2 stops,No info,12778.0,3.0,12.0,1.0,17.0,16.0,1375.0,2.0,0,0,0,0,Evening,0
288,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8h 35m,1 stop,No info,14871.0,3.0,3.0,6.0,4.0,13.0,515.0,1.0,0,0,0,0,Night,1
289,Air India,2019-03-21,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15 22 Mar,29h 55m,2 stops,No info,8708.0,3.0,21.0,3.0,13.0,19.0,1795.0,2.0,0,0,0,0,Afternoon,0
290,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 07 Jun,22h 15m,1 stop,In-flight meal not included,10844.0,6.0,6.0,3.0,20.0,18.0,1335.0,1.0,1,0,0,0,Evening,0
291,SpiceJet,2019-03-06,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,No info,4129.0,3.0,6.0,2.0,5.0,7.0,80.0,0.0,0,0,0,0,Morning,0
292,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,21:25,00:05 19 May,2h 40m,non-stop,No info,4804.0,5.0,18.0,5.0,21.0,0.0,160.0,0.0,0,0,0,0,Night,1
293,Jet Airways,2019-05-06,Banglore,Delhi,BLR → DEL,08:20,,3h,non-stop,No info,7229.0,5.0,6.0,0.0,8.0,13.0,180.0,0.0,0,0,0,0,Morning,0
295,SpiceJet,2019-03-18,Chennai,Kolkata,,09:30,12:05,2h 35m,non-stop,No info,3859.0,3.0,18.0,0.0,9.0,12.0,155.0,0.0,0,0,0,0,Morning,0
297,Vistara,2019-05-09,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878.0,5.0,9.0,3.0,17.0,19.0,155.0,0.0,0,0,0,0,Evening,0
300,Air Asia,2019-05-12,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,5216.0,5.0,12.0,6.0,10.0,12.0,155.0,0.0,0,0,0,0,Morning,1
301,Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 07 Jun,22h 55m,2 stops,In-flight meal not included,10368.0,6.0,6.0,3.0,5.0,4.0,1375.0,2.0,1,0,0,0,Morning,0
302,IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14h 40m,2 stops,No info,8146.0,3.0,9.0,5.0,6.0,21.0,880.0,2.0,0,0,0,0,Morning,1
303,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 28 Mar,15h 25m,1 stop,No info,12242.0,3.0,27.0,2.0,13.0,4.0,925.0,1.0,0,0,0,0,Afternoon,0
305,Air India,2019-06-06,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 07 Jun,20h 10m,2 stops,No info,10939.0,6.0,6.0,3.0,13.0,9.0,1210.0,2.0,0,0,0,0,Afternoon,0
306,Air India,2019-06-06,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40 07 Jun,20h 45m,2 stops,No info,11753.0,6.0,6.0,3.0,10.0,7.0,1245.0,2.0,0,0,0,0,Morning,0
